,session_no,Member_name,Days_attended
2408,217,shri ghulam nabi azad,  M
2409,217,dr.  karan singh,  24
2410,217,shri arjun singh,  6
2411,217,shri vayalar ravi,  M
2412,217,dr. m.s. gill,  M
2413,217,shri g.k. vasan,  M
2414,217,shri ahmed patel,  24
2415,217,prof. p.j. kurien,  25
2416,217,shri oscar fernandes, 21
2417,217,shri jairam ramesh, M
2418,217,shri  ashwani kumar,  24
2419,217,shri santosh bagrodia,  24
2420,217,smt. jayanthi natarajan,  15
2421,217,shri b.k. hariprasad, 26
2422,217,shri bhubaneswar kalita,  20
2423,217,ms. mabel rebello, 26
2424,217,shri satish sharma,  22
2425,217,dr. t. subbarami reddy,  24
2426,217,smt. syeda anwara taimur,  15
2427,217,shri satyavrat chaturvedi,  24
2428,217,shri  nandi yellaiah,  20
2429,217,shri rama chandra khuntia,  25
2430,217,shri raashid alvi,  26
2431,217,shri v. hanumantha rao,  24
2432,217,dr. dasari narayana rao,  1
2433,217,shri arjun kumar sengupta,  23
2434,217,shri g. sanjeeva reddy,  17
2435,217,shri b. s. gnanadesikan,  18
2436,217,dr.  ram prakash,  26
2437,217,dr. k. keshava rao,  25
2438,217,shri  mukut mithi,  15
2439,217,shri shantaram naik, 26
2440,217,dr. abhishek manu singhvi,  20
2441,217,dr. e.m. sudarsana natchiappan,  26
2442,217,*shri vijay jawaharlal darda,  7
2443,217,shri mohammad shafi,  17
2444,217,smt. t. ratna bai,  24
2445,217,dr. k.v.p. ramachandra rao,  14
2446,217,shri anil h. lad, 16
2447,217,shri ishwar singh,  25
2448,217,shri mohd. ali khan,  25
2449,217,shri dhiraj prasad sahu, 23
2450,217,dr. radhakant nayak,  25
2451,217,shri gireesh kumar sanghi,  21
2452,217,shri jesudasu seelam,  24
2453,217,shri hemant soren, 9
2454,217,shri  abdul wahab,  5
2455,217,shri shivraj vishwanath patil,  23
2456,217,shri motilal vora, 24
2457,217,shri d. raja,  26
2458,217,shri sitaram yechury,  23
2459,217,shri mukul roy,  M
2460,217,shri prem chand gupta,  26
2461,217,shri  tariq anwar,  21
2462,217,shri ram jethmalani,  15
2463,217,shri prasanta chatterjee,  23
2464,217,dr. n. janardhana reddy,  24
2465,217,shri jabir husain,  25
2466,217,shri a. vijayaraghavan,  18
2467,217,shri shyamal chakraborty,  22
2468,217,dr.  mahendra prasad,  23
2469,217,shri rajniti prasad,  23
2470,217,shri subhash  prasad yadav,  19
2471,217,dr. yogendra p. trivedi,  15
2472,217,shri  moinul hassan,  20
2473,217,shri tarini kanta roy,  24
2474,217,shri penumalli madhu,  20
2475,217,shri matilal sarkar,  16
2476,217,dr. c. rangarajan,25
2477,217,smt. shobhana bhartia,22
2478,217,shri shyam benegal,21
2479,217,dr. k. kasturirangan,2
2480,217,dr. chandan mitra,  20
2481,217,prof. m.s. swaminathan,20
2482,217,dr.(smt.) kapila vatsyayan,20
2483,217,dr. bimal jalan,24
2484,217,sardar tarlochan singh,  26
2485,217,dr. janardhan waghmare,  25
2486,217,smt. vasanthi stanley,  22
2487,217,smt.  kanimozhi,  16
2488,217,shri syed azeez pasha,  24
2489,217,dr. m.a.m. ramaswamy, 4
2490,217,shri  rajaram,  11
2491,217,*dr. barun mukherji,  18
2492,217,shri tapan kumar sen,  26
2493,217,shri p.r. rajan,  20
2494,217,shri ahmad saeed malihabadi,  25
2495,217,shri mohammed adeeb,  26
2496,217,shri o.t. lepcha,  25
2497,217,shri thomas sangma, 25
2498,217,shri a.a. jinnah,  24
2499,217,shri k.e. ismail,  9
2500,217,shri m.p. achuthan,  21
2501,217,shri r.c. singh,  26
2502,217,shri saman pathak,  26
2503,217,shri janeshwar mishra,  25
2504,217,shri satish chandra misra,  23
2505,217,shri mahendra sahni,  24
2506,217,dr. v. maitreyan,  24
2507,217,smt. brinda karat,  23
2508,217,*shri amar singh,  3
2509,217,prof. ram gopal yadav,  26
2510,217,dr. k. malaisamy,  26
2511,217,shri shivanand tiwari,  25
2512,217,shri mohammed amin,  25
2513,217,dr. anbumani ramadoss,  10
2514,217,shri virendra bhatia,  7
2515,217,*smt. jaya bachchan,  2
2516,217,shri n. k. singh,  23
2517,217,dr. akhilesh das gupta,  7
2518,217,shri t.k. rangarajan,  20
2519,217,shri b.b. tiwari,  24
2520,217,shri  mahendra mohan,  23
2521,217,shri brajesh pathak,  24
2522,217,shri veer singh,  12
2523,217,shri raj mohinder singh majitha,  13
2524,217,*shri sanjay raut,  5
2525,217,shri abani roy,  22
2526,217,shri p. rajeeve,  22
2527,217,shri brijlal khabri,  10
2528,217,shri ram narayan sahu,  23
2529,217,shri bhagwati singh,  25
2530,217,shri ajay singh chautala,  15
2531,217,shri ambeth rajan,  26
2532,217,shri  nandamuri harikrishna,  23
2533,217,shri rahul bajaj,  23
2534,217,shri amir alam khan,  11
2535,217,shri nand kishore yadav,  26
2536,217,shri kamal akhtar,  18
2537,217,shri m. rajasekara murthy, 23
2538,217,shri rajeev chandrasekhar, 18
2539,217,shri sharad anantrao joshi,  26
2540,217,shri m.v. mysura reddy,  25
2541,217,shri n.r. govindarajar,  23
2542,217,shri mahmood a. madani,  8
2543,217,shri veer pal singh yadav,  18
2544,217,shri munquad ali,  10
2545,217,shri avtar singh karimpuri,  24
2546,217,shri  ganga charan,  14
2547,217,shri shriram pal,  14
2548,217,shri ali  anwar ansari,  25
2549,217,shri parimal nathwani,  18
2550,217,shri sabir ali,  20
2551,217,shri biswajit daimary,  23
2552,217,*shri swapan sadhan bose,  5
2553,217,*dr. manohar joshi,  6
2554,217,shri m. venkaiah naidu,  19
2555,217,dr. najma a. heptulla,  24
2556,217,shri s.s. ahluwalia, 23
2557,217,shri m. rama jois, 22
2558,217,shri  shanta kumar,  23
2559,217,shri vikram verma,  24
2560,217,dr. c.p. thakur,  23
2561,217,shri arun shourie,  19
2562,217,shri ravi shankar prasad,  23
2563,217,shri n. balaganga,  19
2564,217,shri balavant alias bal apte,  22
2565,217,shri balbir punj,  22
2566,217,shri vinay katiyar,  17
2567,217,shri kalraj mishra,  24
2568,217,shri birendra prasad baishya,  24
2569,217,shri s. anbalagan,  26
2570,217,shri a. elavarasan,  26
2571,217,shri pyarelal khandelwal,  25
2572,217,shri lalit kishore chaturvedi,  22
2573,217,shri parshottam rupala,  13
2574,217,miss anusuiya uikey,  24
2575,217,shri rajkumar dhoot,  14
2576,217,dr. ejaz ali,  22
2577,217,shri shivpratap singh, 19
2578,217,shri krishan lal balmiki,  21
2579,217,shri raghunandan sharma,  25
2580,217,smt. kusum rai,  20
2581,217,shri rudra narayan pany,  18
2582,217,*shri pyarimohan mohapatra,  13
2583,217,shri naresh gujral,  25
2584,217,shri varinder singh bajwa,  11
2585,217,shri  lalhming liana,  26
2586,217,shri surendra motilal patel,  19
2587,217,shri dara singh,17
2588,217,dr. narayan singh manaklao,26
2589,217,shri bhagirathi majhi,  26
2590,217,shri kumar deepak das,  24
2591,217,shri  mangala kisan,  25
2592,217,smt. renubala pradhan,  24
2593,217,shri khekiho zhimomi,  21
2594,217,dr. bharatkumar raut,  23
2595,217,shri arun jaitley,  LOP
2596,217,shri k. rahman khan, HDC
2597,217,smt. maya singh,  26
2598,217,shri bhagat singh koshyari, 25
2599,217,shri rajiv pratap rudy,  24
2600,217,shri ramdas agarwal,  20
2601,217,shri su. thirunavukkarasar,  12
2602,217,shri vijaykumar rupani,  16
2603,217,shri prakash javadekar,  23
2604,217,shri om prakash mathur,  21
2605,217,smt.  hema malini, 11
2606,217,shri k.b. shanappa, 26
2607,217,shri shreegopal vyas, 26
2608,217,shri prabhat jha,  24
2609,217,shri suryakantbhai acharya,  26
2610,217,shri kanjibhai patel,  26
2611,217,shri narayan singh kesari,  26
2612,217,*dr. gyan prakash pilania,  24
2613,217,shri jai prakash narayan singh, 25
2614,217,shri natuji halaji thakor,  21
2615,217,shri bharatsinh prabhatsinh parmar,  12
2616,217,,
2617,218,dr. manmohan singh,  PM
2618,218,smt. ambika soni,  M
2619,218,shri prithviraj chavan,  M
2620,218,shri  anand sharma,  M
2621,218,shri murli deora,  M
2622,218,prof. saif-ud-din soz,  13
2623,218,smt. mohsina kidwai, 19
2624,218,*shri rishang keishing,  13
2625,218,shri r.k. dhawan,  15
2626,218,shri janardan dwivedi,  23
2627,218,*ms. sushila tiriya,  16
2628,218,shri rajeev shukla,  20
2629,218,shri narendra budania,  21
2630,218,dr. prabha thakur,  10
2631,218,smt. viplove thakur,  23
2632,218,prof. alka  balram kshatriya,  22
2633,218,shri silvius condpan,  23
2634,218,shri praveen rashtrapal,  23
2635,218,shri parvez hashmi,  21
2636,218,shri shadi lal batra,  18
2637,218,shri p. kannan, 19
2638,218,shri dharam pal sabharwal,  23
2639,218,shri a.k. antony,  M
2640,218,shri s.m. krishna, M
2641,218,shri ghulam nabi azad,  M
2642,218,dr.  karan singh,  18
2643,218,shri vayalar ravi,  M
2644,218,dr. m.s. gill,  M
2645,218,shri g.k. vasan,  M
2646,218,*shri ahmed patel,  14
2647,218,prof. p.j. kurien,  23
2648,218,shri oscar fernandes, 22
2649,218,shri jairam ramesh, M
2650,218,shri santosh bagrodia,  20
2651,218,smt. jayanthi natarajan,  14
2652,218,shri b.k. hariprasad, 20
2653,218,shri bhubaneswar kalita,  21
2654,218,ms. mabel rebello, 9
2655,218,shri  ashwani kumar,  22
2656,218,shri satish sharma,  22
2657,218,dr. t. subbarami reddy,  17
2658,218,dr. n. janardhana reddy,  16
2659,218,smt. syeda anwara taimur,  16
2660,218,shri satyavrat chaturvedi,  21
2661,218,shri  nandi yellaiah,  16
2662,218,shri rama chandra khuntia,  12
2663,218,shri raashid alvi,  21
2664,218,shri v. hanumantha rao,  17
2665,218,dr. dasari narayana rao,  3
2666,218,shri arjun kumar sengupta,  17
2667,218,shri g. sanjeeva reddy,  13
2668,218,shri b. s. gnanadesikan,  15
2669,218,dr.  ram prakash,  23
2670,218,dr. k. keshava rao,  10
2671,218,shri  mukut mithi,  21
2672,218,shri shantaram naik, 21
2673,218,dr. abhishek manu singhvi,  15
2674,218,dr. e.m. sudarsana natchiappan,  23
2675,218,shri vijay jawaharlal darda,  9
2676,218,shri mohammad shafi,  18
2677,218,smt. t. ratna bai,  22
2678,218,dr. k.v.p. ramachandra rao,  9
2679,218,shri anil h. lad, 16
2680,218,shri ishwar singh,  23
2681,218,shri mohd. ali khan,  21
2682,218,shri dhiraj prasad sahu, 7
2683,218,dr. radhakant nayak,  10
2684,218,shri gireesh kumar sanghi,  13
2685,218,shri jesudasu seelam,  21
2686,218,shri hemant soren, 2
2687,218,shri  abdul wahab,  7
2688,218,shri shivraj vishwanath patil,  21
2689,218,shri motilal vora, 23
2690,218,shri  tariq anwar,  20
2691,218,*shri sitaram yechury,  19
2692,218,shri mukul roy,  M
2693,218,shri prem chand gupta,  21
2694,218,shri d. raja,  22
2695,218,shri brajesh pathak,  6
2696,218,shri prasanta chatterjee,  22
2697,218,shri jabir husain,  20
2698,218,shri a. vijayaraghavan,  18
2699,218,shri shyamal chakraborty,  18
2700,218,dr.  mahendra prasad,  20
2701,218,shri rajniti prasad,  22
2702,218,shri subhash  prasad yadav,  7
2703,218,dr. yogendra p. trivedi,  14
2704,218,shri  moinul hassan,  19
2705,218,shri tarini kanta roy,  19
2706,218,shri penumalli madhu,  19
2707,218,shri matilal sarkar,  20
2708,218,shri h.k. dua,17
2709,218,*smt. shobhana bhartia,10
2710,218,shri shyam benegal,13
2711,218,*dr. ashok s. ganguly,6
2712,218,prof. m.s. swaminathan,12
2713,218,dr.(smt.) kapila vatsyayan,21
2714,218,sardar tarlochan singh,  23
2715,218,dr. janardhan waghmare,  22
2716,218,smt. vasanthi stanley,  22
2717,218,smt.  kanimozhi,  9
2718,218,dr. barun mukherji,  15
2719,218,shri tapan kumar sen,  22
2720,218,shri p.r. rajan,  20
2721,218,*shri swapan sadhan bose,  5
2722,218,shri mohammed adeeb,  22
2723,218,*shri o.t. lepcha,  17
2724,218,*shri thomas sangma, 16
2725,218,shri ranjitsinh vijaysinh mohite-patil,  15
2726,218,shri a.a. jinnah,  19
2727,218,shri g. n. ratanpuri,  20
2728,218,shri r.c. singh,  22
2729,218,shri sabir ali,  16
2730,218,shri khekiho zhimomi,  10
2731,218,shri ahmad saeed malihabadi,  18
2732,218,shri janeshwar mishra,  23
2733,218,shri satish chandra misra,  6
2734,218,shri shivanand tiwari,  15
2735,218,dr. v. maitreyan,  7
2736,218,smt. brinda karat,  21
2737,218,shri amar singh,  17
2738,218,prof. ram gopal yadav,  19
2739,218,dr. k. malaisamy,  22
2740,218,shri n. k. singh,  20
2741,218,shri mohammed amin,  18
2742,218,dr. anbumani ramadoss,  1
2743,218,shri virendra bhatia,  13
2744,218,smt. jaya bachchan,  21
2745,218,dr. akhilesh das gupta,  5
2746,218,shri t.k. rangarajan,  17
2747,218,shri b.b. tiwari,  19
2748,218,*shri  mahendra mohan,  12
2749,218,shri jai prakash,  6
2750,218,shri veer singh,  10
2751,218,shri raj mohinder singh majitha,  14
2752,218,shri sanjay raut,  9
2753,218,shri abani roy,  19
2754,218,shri p. rajeeve,  21
2755,218,shri syed azeez pasha,  16
2756,218,shri ram narayan sahu,  16
2757,218,shri bhagwati singh,  22
2758,218,shri brijlal khabri,  3
2759,218,shri ambeth rajan,  21
2760,218,shri  nandamuri harikrishna,  14
2761,218,*shri rahul bajaj,  16
2762,218,shri  rajaram,  11
2763,218,shri amir alam khan,  9
2764,218,shri nand kishore yadav,  18
2765,218,shri kamal akhtar,  13
2766,218,dr. m.a.m. ramaswamy, 1
2767,218,shri m. rajasekara murthy, 15
2768,218,shri rajeev chandrasekhar, 16
2769,218,shri sharad anantrao joshi,  21
2770,218,shri m.v. mysura reddy,  17
2771,218,shri saman pathak,  21
2772,218,shri k.e. ismail,  7
2773,218,shri m.p. achuthan,  10
2774,218,*shri mahmood a. madani,  11
2775,218,shri veer pal singh yadav,  20
2776,218,shri munquad ali,  7
2777,218,shri avtar singh karimpuri,  21
2778,218,shri  ganga charan,  9
2779,218,shri shriram pal,  6
2780,218,shri ali  anwar ansari,  18
2781,218,dr. manohar joshi,  16
2782,218,shri m. venkaiah naidu,  14
2783,218,dr. najma a. heptulla,  21
2784,218,shri s.s. ahluwalia, 22
2785,218,shri m. rama jois, 23
2786,218,shri  shanta kumar,  20
2787,218,shri vikram verma,  14
2788,218,*dr. c.p. thakur,  6
2789,218,shri arun shourie,  18
2790,218,shri ravi shankar prasad,  14
2791,218,shri n. balaganga,  7
2792,218,shri balavant alias bal apte,  16
2793,218,shri balbir punj,  20
2794,218,shri vinay katiyar,  9
2795,218,shri kalraj mishra,  20
2796,218,shri birendra prasad baishya,  22
2797,218,shri s. anbalagan,  9
2798,218,shri a. elavarasan,  11
2799,218,shri nand kumar sai, 9
2800,218,shri lalit kishore chaturvedi,  19
2801,218,shri parshottam rupala,  10
2802,218,miss anusuiya uikey,  15
2803,218,shri rajkumar dhoot,  10
2804,218,dr. ejaz ali,  20
2805,218,shri shivpratap singh, 15
2806,218,shri krishan lal balmiki,  23
2807,218,shri raghunandan sharma,  18
2808,218,smt. kusum rai,  11
2809,218,shri rudra narayan pany,  21
2810,218,*shri pyarimohan mohapatra,  9
2811,218,shri n.r. govindarajar,  6
2812,218,shri t.t.v. dhinakaran,  3
2813,218,shri naresh gujral,  21
2814,218,shri varinder singh bajwa,  9
2815,218,shri  lalhming liana,  17
2816,218,shri surendra motilal patel,  10
2817,218,shri bhagirathi majhi,  23
2818,218,*shri anil madhav dave,  9
2819,218,shri kaptan singh solanki,  20
2820,218,shri george fernandes,  6
2821,218,shri kumar deepak das,  23
2822,218,shri kishore kumar mohanty,  20
2823,218,shri  mangala kisan,  23
2824,218,smt. renubala pradhan,  15
2825,218,shri parimal nathwani,  8
2826,218,shri biswajit daimary,  19
2827,218,dr. bharatkumar raut,  19
2828,218,shri arun jaitley,  LOP
2829,218,shri k. rahman khan, HDC
2830,218,smt. maya singh,  9
2831,218,shri bhagat singh koshyari, 20
2832,218,shri rajiv pratap rudy,  21
2833,218,shri ramdas agarwal,  10
2834,218,shri vijaykumar rupani,  16
2835,218,shri prakash javadekar,  19
2836,218,shri om prakash mathur,  16
2837,218,shri k.b. shanappa, 17
2838,218,shri shreegopal vyas, 23
2839,218,*shri prabhat jha,  7
2840,218,shri kanjibhai patel,  20
2841,218,shri narayan singh kesari,  19
2842,218,dr. gyan prakash pilania,  22
2843,218,shri jai prakash narayan singh, 11
2844,218,shri natuji halaji thakor,  11
2845,218,shri bharatsinh prabhatsinh parmar,  10
2846,218,,
2847,225Part1,dr. manmohan singh,  PM
2848,225Part1,smt. ambika soni,  M
2849,225Part1,shri rajeev shukla,  M
2850,225Part1,shri  anand sharma,  M
2851,225Part1,shri murli deora,  10
2852,225Part1,prof. saif-ud-din soz,  13
2853,225Part1,smt. mohsina kidwai, 13
2854,225Part1,shri rishang keishing,  9
2855,225Part1,shri  ashwani kumar,  M
2856,225Part1,shri janardan dwivedi,  14
2857,225Part1,ms. sushila tiriya,  12
2858,225Part1,chaudhary birender singh,  10
2859,225Part1,shri narendra budania,  13
2860,225Part1,dr. prabha thakur,  11
2861,225Part1,smt. viplove thakur,  14
2862,225Part1,prof. alka  balram kshatriya,  14
2863,225Part1,shri praveen rashtrapal,  8
2864,225Part1,shri parvez hashmi,  13
2865,225Part1,shri shadi lal batra,  14
2866,225Part1,shri p. kannan, 14
2867,225Part1,smt. naznin faruque,  14
2868,225Part1,shri a.k. antony,  M
2869,225Part1,shri s.m. krishna, M
2870,225Part1,shri ghulam nabi azad,  M
2871,225Part1,dr.  karan singh,  13
2872,225Part1,shri vayalar ravi,  M
2873,225Part1,shri jairam ramesh, M
2874,225Part1,shri g.k. vasan,  M
2875,225Part1,shri ahmed patel,  11
2876,225Part1,prof. p.j. kurien,  14
2877,225Part1,shri oscar fernandes, 8
2878,225Part1,dr. m.s. gill,  14
2879,225Part1,dr. t. subbarami reddy,  6
2880,225Part1,shri mani shankar aiyar,13
2881,225Part1,smt. jayanthi natarajan,  M
2882,225Part1,shri  nandi yellaiah,  11
2883,225Part1,shri bhubaneswar kalita,  12
2884,225Part1,ms. mabel rebello, 14
2885,225Part1,shri  mukut mithi,  14
2886,225Part1,shri satish sharma,  14
2887,225Part1,shri satyavrat chaturvedi,  13
2888,225Part1,dr. e.m. sudarsana natchiappan,  14
2889,225Part1,shri shantaram naik, 9
2890,225Part1,shri rama chandra khuntia,  12
2891,225Part1,shri raashid alvi,  13
2892,225Part1,shri v. hanumantha rao,  7
2893,225Part1,shri mohammad shafi,  14
2894,225Part1,shri g. sanjeeva reddy,  11
2895,225Part1,shri b. s. gnanadesikan,  11
2896,225Part1,dr.  ram prakash,  14
2897,225Part1,dr. k. keshava rao,  13
2898,225Part1,dr. bhalchandra mungekar,13
2899,225Part1,shri husain dalwai,  14
2900,225Part1,dr. abhishek manu singhvi,  6
2901,225Part1,shri jesudasu seelam,  9
2902,225Part1,shri dhiraj prasad sahu, 10
2903,225Part1,shri p. bhattacharya,  13
2904,225Part1,smt. t. ratna bai,  14
2905,225Part1,dr. vijaylaxmi sadho,  14
2906,225Part1,shri anil h. lad, 7
2907,225Part1,shri ishwar singh,  14
2908,225Part1,shri mohd. ali khan,  14
2909,225Part1,shri pankaj bora,  14
2910,225Part1,shri avinash pande,  14
2911,225Part1,shri  ashk ali tak,  14
2912,225Part1,dr. k.v.p. ramachandra rao,  13
2913,225Part1,shri biswajit daimary,  11
2914,225Part1,shri srinjoy bose,  10
2915,225Part1,dr. n. janardhana reddy,  11
2916,225Part1,shri motilal vora, 14
2917,225Part1,shri  tariq anwar,  13
2918,225Part1,shri mukul roy,  M
2919,225Part1,shri prem chand gupta,  14
2920,225Part1,shri d. raja,  9
2921,225Part1,shri mohan singh,  12
2922,225Part1,shri  moinul hassan,  13
2923,225Part1,shri jabir husain,  11
2924,225Part1,smt.  kanimozhi,  13
2925,225Part1,shri d. bandyopadhyay,  13
2926,225Part1,shri shyamal chakraborty,  12
2927,225Part1,dr.  mahendra prasad,  11
2928,225Part1,shri rajniti prasad,  9
2929,225Part1,shri ram vilas paswan,  13
2930,225Part1,dr. yogendra p. trivedi,  7
2931,225Part1,dr. k.p. ramalingam,  7
2932,225Part1,shri  mangala kisan,  11
2933,225Part1,shri tarini kanta roy,  12
2934,225Part1,shri sukhendu sekhar ray,  13
2935,225Part1,shri h.k. dua,14
2936,225Part1,dr. ashok s. ganguly,8
2937,225Part1,shri javed akhtar,7
2938,225Part1,prof. m.s. swaminathan,13
2939,225Part1,dr. vijay mallya, 3
2940,225Part1,shri ram kripal yadav,  14
2941,225Part1,dr. janardhan waghmare,  8
2942,225Part1,smt. vasanthi stanley,  14
2943,225Part1,shri t.m. selvaganapathi,  9
2944,225Part1,smt. b. jayashree,13
2945,225Part1,shri derek o' brien,  12
2946,225Part1,shri veer pal singh yadav,  12
2947,225Part1,shri khekiho zhimomi,  3
2948,225Part1,smt. renubala pradhan,  5
2949,225Part1,shri hishey lachungpa,  10
2950,225Part1,shri thomas sangma, 14
2951,225Part1,shri ishwarlal shankarlal jain,  12
2952,225Part1,shri ranjitsinh vijaysinh mohite-patil,  12
2953,225Part1,shri s. thangavelu,  4
2954,225Part1,shri a.a. jinnah,  14
2955,225Part1,shri g. n. ratanpuri,  14
2956,225Part1,dr. kanwar deep singh,  14
2957,225Part1,shri mohammed adeeb,  14
2958,225Part1,shri mahmood a. madani,  5
2959,225Part1,shri r.c. singh,  12
2960,225Part1,shri sitaram yechury,  11
2961,225Part1,shri pyarimohan mohapatra,  12
2962,225Part1,shri shivanand tiwari,  14
2963,225Part1,shri satish chandra misra,  10
2964,225Part1,shri prasanta chatterjee,  13
2965,225Part1,prof. ram gopal yadav,  9
2966,225Part1,shri n. k. singh,  10
2967,225Part1,shri brajesh pathak,  14
2968,225Part1,dr. v. maitreyan,  14
2969,225Part1,shri tapan kumar sen,  10
2970,225Part1,shri kishore kumar mohanty,  9
2971,225Part1,shri ali  anwar ansari,  7
2972,225Part1,dr. akhilesh das gupta,  7
2973,225Part1,shri  rajaram,  14
2974,225Part1,shri veer singh,  11
2975,225Part1,shri t.k. rangarajan,  13
2976,225Part1,shri p. rajeeve,  9
2977,225Part1,shri  mahendra mohan,  12
2978,225Part1,prof. s.p.singh baghel,  14
2979,225Part1,shri m.v. mysura reddy,  10
2980,225Part1,shri sanjay raut,  14
2981,225Part1,dr. barun mukherji,  14
2982,225Part1,shri syed azeez pasha,  11
2983,225Part1,shri k.n. balagopal,  8
2984,225Part1,shri  nandamuri harikrishna,  9
2985,225Part1,shri jai prakash,  7
2986,225Part1,shri  ganga charan,  11
2987,225Part1,shri brijlal khabri,  12
2988,225Part1,shri saman pathak,  14
2989,225Part1,shri k.e. ismail,  4
2990,225Part1,shri parimal nathwani,  9
2991,225Part1,shri amar singh,  2
2992,225Part1,shri rajeev chandrasekhar, 7
2993,225Part1,shri munquad ali,  5
2994,225Part1,shri jugul kishore,  6
2995,225Part1,shri avtar singh karimpuri,  10
2996,225Part1,shri ambeth rajan,  14
2997,225Part1,shri ahmad saeed malihabadi,  14
2998,225Part1,smt. jharna das baidya,  14
2999,225Part1,dr. t.n. seema,  14
3000,225Part1,shri m.p. achuthan,  10
3001,225Part1,shri salim ansari,  14
3002,225Part1,shri pramod kureel,  8
3003,225Part1,shri rajpal singh saini,  14
3004,225Part1,shri narendra kumar kashyap,  10
3005,225Part1,dr. manohar joshi,  4
3006,225Part1,shri m. venkaiah naidu,  14
3007,225Part1,shri  shanta kumar,  9
3008,225Part1,shri s.s. ahluwalia, 14
3009,225Part1,shri m. rama jois, 14
3010,225Part1,shri ram jethmalani,  9
3011,225Part1,shri vikram verma,  13
3012,225Part1,dr. c.p. thakur,  13
3013,225Part1,shri balavant alias bal apte,  9
3014,225Part1,shri ravi shankar prasad,  10
3015,225Part1,shri paul manoj pandian,  1
3016,225Part1,shri mukhtar abbas naqvi, 13
3017,225Part1,shri balbir punj,  13
3018,225Part1,shri vinay katiyar,  9
3019,225Part1,shri kalraj mishra,  4
3020,225Part1,shri birendra prasad baishya,  13
3021,225Part1,sardar sukhdev singh dhindsa,  4
3022,225Part1,shri n. balaganga,  14
3023,225Part1,shri nand kumar sai, 14
3024,225Part1,miss anusuiya uikey,  13
3025,225Part1,shri parshottam rupala,  13
3026,225Part1,shri prabhat jha,  11
3027,225Part1,shri rajkumar dhoot,  9
3028,225Part1,sardar balwinder singh bhunder,  11
3029,225Part1,shri upendra kushwaha,  11
3030,225Part1,shri shivpratap singh, 11
3031,225Part1,shri v.p. singh badnore,  14
3032,225Part1,shri raghunandan sharma,  13
3033,225Part1,smt. kusum rai,  14
3034,225Part1,shri rudra narayan pany,  6
3035,225Part1,shri kumar deepak das,  14
3036,225Part1,dr. anil kumar sahani,  4
3037,225Part1,shri a. elavarasan,  13
3038,225Part1,shri naresh gujral,  13
3039,225Part1,shri  lalhming liana,  11
3040,225Part1,smt.  hema malini, 7
3041,225Part1,shri piyush goyal,  14
3042,225Part1,shri anil madhav dave,  10
3043,225Part1,shri kaptan singh solanki,  11
3044,225Part1,shri shashi bhusan behera,  13
3045,225Part1,shri baishnab parida,  14
3046,225Part1,shri ranbir singh parjapati,  13
3047,225Part1,shri y. s. chowdary,  12
3048,225Part1,smt. gundu sudharani,  7
3049,225Part1,shri a. w. rabi bernard,  14
3050,225Part1,shri ram chandra prasad singh,  9
3051,225Part1,shri sabir ali,  11
3052,225Part1,shri meghraj jain,  13
3053,225Part1,shri dilipbhai pandya,  13
3054,225Part1,smt. bimla kashyap sood,  11
3055,225Part1,shri arun jaitley,  LOP
3056,225Part1,shri k. rahman khan, HDC
3057,225Part1,smt. maya singh,  14
3058,225Part1,shri bhagat singh koshyari, 11
3059,225Part1,shri rajiv pratap rudy,  13
3060,225Part1,shri ramdas agarwal,  6
3061,225Part1,dr. chandan mitra,  14
3062,225Part1,shri vijaykumar rupani,  12
3063,225Part1,shri prakash javadekar,  14
3064,225Part1,shri om prakash mathur,  13
3065,225Part1,shri avinash rai khanna,  13
3066,225Part1,shri k.b. shanappa, 12
3067,225Part1,shri shreegopal vyas, 14
3068,225Part1,shri aayanur manjunatha, 10
3069,225Part1,shri tarun vijay, 14
3070,225Part1,shri kanjibhai patel,  14
3071,225Part1,shri narayan singh kesari,  14
3072,225Part1,smt. smriti zubin irani,  12
3073,225Part1,dr. gyan prakash pilania,  14
3074,225Part1,shri jai prakash narayan singh, 14
3075,225Part1,shri natuji halaji thakor,  9
3076,225Part1,shri bharatsinh prabhatsinh parmar,  10
3077,225Part1,,
3078,227,dr. manmohan singh,  PM
3079,227,smt. ambika soni,  19
3080,227,shri rajeev shukla,  M
3081,227,shri  anand sharma,  M
3082,227,prof. saif-ud-din soz,  18
3083,227,smt. mohsina kidwai, 20
3084,227,shri rishang keishing,  19
3085,227,dr. k. chiranjeevi,  M
3086,227,shri janardan dwivedi,  20
3087,227,shri praveen rashtrapal,  11
3088,227,chaudhary birender singh,  19
3089,227,shri narendra budania,  19
3090,227,*dr. prabha thakur,  18
3091,227,prof. alka  balram kshatriya,  10
3092,227,shri parvez hashmi,  20
3093,227,shri  ashk ali tak,  20
3094,227,shri shadi lal batra,  16
3095,227,shri palvai govardhan reddy,  15
3096,227,shri p. kannan, 12
3097,227,*smt. naznin faruque,  17
3098,227,shri a.k. antony,  M
3099,227,shri k. rahman khan, M
3100,227,shri ghulam nabi azad,  M
3101,227,dr.  karan singh,  18
3102,227,shri vayalar ravi,  M
3103,227,shri jairam ramesh, M
3104,227,shri g.k. vasan,  M
3105,227,shri ahmed patel,  9
3106,227,shri  ashwani kumar,  M
3107,227,shri oscar fernandes, 18
3108,227,dr. m.s. gill,  20
3109,227,dr. t. subbarami reddy,  13
